Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating
Plexus Hospitals Pvt Ltd,DIBRUGARH,ASSAM,3.5,6.0,,26.2076875,91.6751179,0.6046873102560852
Narayana Superspeciality Hospital,Guwahati,ASSAM,4.8,6491.0,"6M5H+33 Guwahati, Assam",26.2076875,91.6751179,4.096410077251833
Asg Hospital Pvt Ltd (Guwahati),Guwahati,ASSAM,4.9,4024.0,"5PHX+Q3 Guwahati, Assam",26.1794375,91.7451179,3.9516427113929344
Sparsh Hospital(Assam),GUWAHATI,ASSAM,4.8,92.0,"5Q8C+PC Guwahati, Assam",26.1668125,91.7684929,2.0820022509468172
Paras Global Hospital,DARBHANGA,BIHAR,3.5,678.0,"4WP5+H8 Darbhanga, Bihar",26.1364375,85.9057429,2.1873408759338617
Asg Hospital Pvt Ltd (Hajipur),Hajipur,BIHAR,4.8,1780.0,"P634+25 Hajipur, Bihar",25.7025625,85.2028679,3.4827515313978012
Asg Hospital Pvt Ltd Muzaffarpur,MUZFFARPUR,BIHAR,4.7,2770.0,"498W+PV Muzaffarpur, Bihar",26.1168125,85.3946179,3.6141226267414415
"Ruban Memorial Hospital( Ratan Stone 
Clinic)",Patna,BIHAR,3.4,2330.0,"J4H6+3P Patna, Bihar",25.6276875,85.1092429,2.537410380676099
Sahyog Hospital (Patna),Patna,BIHAR,4.2,919.0,"J4H5+M8 Patna, Bihar",25.6276875,85.1092429,2.7646142646437233
Paras HMRI Hospital,PATNA,BIHAR,3.8,6543.0,"J34M+72 Patna, Bihar",25.6056875,85.0799929,3.231714153387217
Bishnupur Multispeciality Hospital,PATNA,BIHAR,3.0,2.0,"H5X4+XF Patna, Bihar",25.5999375,85.1536179,0.25726253560855905
"Dr Bimal Hospital & Research Centre pvt 
Ltd",PATNA,BIHAR,4.4,1494.0,"J2CV+29 Patna, Bihar",25.6200625,85.0408679,3.1106809569496603
Big Hospital,PATNA,BIHAR,4.6,11647.0,"H5QW+49 Patna, Bihar",25.5878125,85.1933679,4.188664814476761
Medipark Hospital,PATNA,BIHAR,3.8,370.0,"J4J5+3G Patna, Bihar",25.6301875,85.1062429,2.1536737078428443
Max Seven Hospital Pvt Ltd,PURNEA,BIHAR,3.0,275.0,"VGFP+QR Kasba, Bihar",25.8744375,87.5344929,1.5981294103533685
Dharam Hospital,Chandigarh,CHANDIGARH,4.0,207.0,PQXF+MJ Chandigarh,30.7491875,76.7714929,2.041839082724403
Landmark Hospital,CHANDIGARH,CHANDIGARH,4.0,579.0,PQ6C+W5 Chandigarh,30.7123125,76.7678679,2.447296814008409
Mukat Hospital Heart Institute,CHANDIGARH,CHANDIGARH,4.5,1545.0,PQFC+44 Chandigarh,30.7228125,76.7677429,3.1978561556023446
"Healing Hospital And Institute Of 
Paramedical Sciences",CHANDIGARH,CHANDIGARH,4.5,136.0,PQF9+JQ Chandigarh,30.7240625,76.7668679,2.1199029935051503
"NH MMI Narayana Multispeciality 
Hospital",RAIPUR,CHATTISGARH,4.9,24035.0,"6M75+75 Raipur, Chhattisgarh",21.2131875,81.6553679,4.817171549465719
Om Hospital,RAIPUR,CHATTISGARH,4.1,239.0,"6HHX+MC Raipur, Chhattisgarh",21.2291875,81.5959929,2.1525915292263265
Ramkrishna Care Hospital(Raipur),Raipur,CHATTISGARH,4.4,6407.0,"6M73+7F Raipur, Chhattisgarh",21.2131875,81.6511179,3.7436689457251395
"Suyash Hospital, Raipur",Raipur,CHATTISGARH,4.6,6846.0,"7J54+99 Raipur, Chhattisgarh",21.2584375,81.6033679,3.9470790547687233
Shri Balaji Multi Specialty Hospital,RAIPUR,CHATTISGARH,3.9,1299.0,"7MFF+4F Raipur, Chhattisgarh",21.2728125,81.6711179,2.695531265995808
Banthia Super Speciality Hospital,RAIPUR,CHATTISGARH,2.7,31.0,"6JWW+9W Raipur, Chhattisgarh",21.2459375,81.6447429,0.8564255768659217
"Aarogya Hospital And Research Center 
Pvt Ltc.",RAIPUR,CHATTISGARH,4.1,330.0,"7M36+WW Raipur, Chhattisgarh",21.2459375,81.6447429,2.282875573344376
Sarwa Trauma Hospital,RAIPUR,CHATTISGARH,4.3,88.0,"6JRH+2H Raipur, Chhattisgarh",21.2400625,81.6263679,1.8393043601511203
VY Hospital,RAIPUR,CHATTISGARH,4.1,228.5,,21.2355625,81.6662429,2.134461682575174
We Care Super Specialty Hospital,RAIPUR,CHATTISGARH,3.8,165.0,"6MP9+6G Raipur, Chhattisgarh",21.2355625,81.6662429,1.8516023632683902
Panchsheel Hospital Pvt Ltd,DELHI,DELHI,3.6,581.0,P72H+PW Delhi,28.7018125,77.2772429,2.196940657080367
"Ramlal Kundanlal Orthopaedic Hospital 
And R.K. Maternity Home",Delhi,DELHI,3.8,390.0,J79P+6P Delhi,28.6180625,77.2842429,2.173395325200701
Sehgal Neo Hospital,DELHI,DELHI,4.4,2043.0,"M35R+7J New Delhi, Delhi",28.6581875,77.0889929,3.2467155087134745
Kesar Hospital (Delhi),DELHI,DELHI,2.6,42.0,"P547+8R New Delhi, Delhi",28.7058125,77.1619929,0.8981018737875025
Navjeevan Hospital,DELHI,DELHI,3.2,271.0,"M4V5+WG New Delhi, Delhi",28.6948125,77.1062429,1.7046213213258057
Kukreja Hospital,Delhi,DELHI,4.7,1623.0,"J75V+MW New Delhi, Delhi",28.6091875,77.2922429,3.3658949448201256
Samyak Hospital(Shalimar Bagh),DELHI,DELHI,3.4,120.0,P557+3X Delhi,28.7076875,77.1623679,1.5432196253238195
Shanti Mukand Hospital,DELHI,DELHI,4.4,3326.0,J8W2+7M Delhi,28.6456875,77.2991179,3.4585909038715776
Rs Grover Memorial Hospital,DELHI,DELHI,3.5,157.0,"J7VG+2X New Delhi, Delhi",28.6425625,77.2748679,1.682926453207467
Jain Hospital New Delhi,DELHI,DELHI,4.3,872.0,"M835+8F New Delhi, Delhi",28.6533125,77.3061179,2.809781773674924
Khandelwal Hospital and Urology Centre,DELHI,DELHI,3.6,338.0,"M75Q+V9 New Delhi, Delhi",28.6596875,77.2858679,2.004618854198118
Kosmos Superspeciality Hospital (Tm),DELHI,DELHI,3.8,430.0,M836+W5 Delhi,28.6548125,77.3078679,2.2099799893096908
Sama Hospital,DELHI,DELHI,4.5,604.0,"H63G+RQ New Delhi, Delhi",28.5545625,77.2243679,2.7805439708947146
Venkateshwar Hospital,DELHI,DELHI,4.4,14987.0,"H2QQ+C6 New Delhi, Delhi",28.5885625,77.0354929,4.113219463271458
Roopchand Hospital,DELHI,DELHI,4.2,28.0,P25R+H5 Delhi,28.7089375,77.0378679,1.32941367703908
Dr. Gupta Nursing Home And Hospital,DELHI,DELHI,2.8,40.0,"M7GQ+84 New Delhi, Delhi",28.6758125,77.2852429,0.9592751366670308
Shree Aggarsain International Hospital,DELHI,DELHI,3.9,1234.0,"P397+HX Rohini, Delhi",28.7189375,77.0623679,2.675757956912572
Saroj Super Speciality Hospital,NEW DELHI,DELHI,4.2,4368.0,"P44H+9H New Delhi, Delhi",28.6025625,77.3114929,3.411380613586327
"Dharamshila Hospital and Research 
Centre",NEW DELHI,DELHI,4.3,1727.0,"J837+2J New Delhi, Delhi",28.6025625,77.3114929,3.09998764606067
Indus Valley Hospitals,NEW DELHI,DELHI,5.0,8.0,JX7R+C9 Delhi,28.6135625,76.9883679,1.0174078930435024
Shri Moolchand Kharaiti Ram Hospital,NEW DELHI,DELHI,1.0,1.0,,28.6705625,77.2136179,0.0
Tirath Ram Shah Hospital,NEW DELHI,DELHI,3.0,467.0,"M6C8+6F New Delhi, Delhi",28.6705625,77.2136179,1.7547196871260073
Indraprastha Apollo Hospital,NEW DELHI,DELHI,4.7,12745.0,"G7RM+G7 New Delhi, Delhi",28.5413125,77.2806179,4.3230621248842915
Jaipur Golden Hospital,NEW DELHI,DELHI,3.7,1419.0,M4X5+3P Delhi,28.6470625,77.1148679,2.5860762577772576
Kukreja Hospital And Heart Centre,NEW DELHI,DELHI,4.3,1255.0,"J4W8+RX New Delhi, Delhi",28.6470625,77.1148679,2.964388274489703
Sir Ganga Ram Hospital,NEW DELHI,DELHI,3.3,223.0,"J5QQ+7F New Delhi, Delhi",28.6381875,77.1861179,1.6967004227816527
"Max super speciality Hospital 
(Patparganj)",NEW DELHI,DELHI,4.0,4149.0,J8M5+5J Delhi,28.5194375,77.1578679,3.2253386308460565
"Rg Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",28.5194375,77.1578679,3.206099524524439
Goyal Hospital & Urology Centre,NEW DELHI,DELHI,4.3,1272.0,"M76J+FX New Delhi, Delhi",28.5194375,77.1578679,2.9701025245232806
Fortis Flt Lt Rajan Dhall Hospital,NEW DELHI,DELHI,4.5,5342.0,"G596+Q5 New Delhi, Delhi",28.5194375,77.1578679,3.749462305437858
"RG Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",28.5539375,77.2417429,3.206099524524439
Sant Parmanand Hospital,NEW DELHI,DELHI,3.5,856.0,"M6HF+3J New Delhi, Delhi",28.6776875,77.2214929,2.267885488745272
Jeewan Nursing Homeand Hospital,NEW DELHI,DELHI,4.1,339.0,"J5VQ+G7 New Delhi, Delhi",28.6438125,77.1856179,2.2937476884625996
Sukhda Hospital,NEW DELHI,DELHI,3.6,51.0,,28.5340625,77.2118679,1.3375026375622645
Aakash Hospital,NEW DELHI,DELHI,4.0,786.0,"G6M7+JQ New Delhi, Delhi",28.5340625,77.2118679,2.5679666942146384
MGS Hospital,NEW DELHI,DELHI,3.9,376.0,"M4FM+JV New Delhi, Delhi",28.6740625,77.1321179,2.2183368775345054
Shree Jeewan Hospital,NEW DELHI,DELHI,3.9,64.0,"M55V+5R New Delhi, Delhi",28.6579375,77.1919929,1.540691420302682
"Bhagwati Hospital (Unit Of Sarvodya 
Health Foundation)",NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.6189375,77.0757429,1.83375532213942
Mata Chanan Devi Hospital,NEW DELHI,DELHI,4.0,940.0,"J39H+H8 New Delhi, Delhi",28.6189375,77.0757429,2.63862689824896
Bhagwan Mahavir Hospital,NEW DELHI,DELHI,3.6,324.0,M4Q9+95 Delhi,28.6884375,77.1153679,1.9896112635560312
Khetarpal Hospital,NEW DELHI,DELHI,4.6,799.0,"M43J+22 New Delhi, Delhi",28.6525625,77.1274929,2.970888150849375
Rockland Hospital,NEW DELHI,DELHI,4.1,1397.0,"G5PJ+XC New Delhi, Delhi",28.5446875,77.2452429,2.8667311091412087
Jeevan Jyoti Hospital(New Delhi),NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,1.83375532213942
Aarogya Hospital,NEW DELHI,DELHI,4.6,888.0,"J7RP+GG New Delhi, Delhi",28.6413125,77.2837429,3.018850979112317
Bansal Hospital,NEW DELHI,DELHI,3.7,261.0,"H78C+28 New Delhi, Delhi",28.5650625,77.2682429,1.9679745166274298
Dashmesh Hospital,NEW DELHI,DELHI,3.2,121.0,"J3JX+5G New Delhi, Delhi",28.6304375,77.0962429,1.4510150987924164
Central Hospital (Delhi),NEW DELHI,DELHI,3.3,158.0,"J3PR+J4 New Delhi, Delhi",28.6304375,77.0962429,1.584902114783272
"Batra Hospital And Medical Research 
Centre",NEW DELHI,DELHI,3.7,1390.0,"G67W+F7 New Delhi, Delhi",28.5136875,77.2431179,2.578529881863972
Sodhi Nursing Home And Ent Hospital,NEW DELHI,DELHI,3.8,76.0,"M3CQ+H2 New Delhi, Delhi",28.6714375,77.0849929,1.5630649824266343
Dr Sushma Jindal Hospital Delhi,NEW DELHI,DELHI,4.2,68.0,"M8H7+JW New Delhi, Delhi",28.6790625,77.3122429,1.6892688053005265
Nazar Kanwar Surana Hospital,NEW DELHI,DELHI,2.6,7.0,M5CV+M9 Delhi,28.6716875,77.1908679,0.46589551381506134
Bensups Hospital (New Delhi),New Delhi,DELHI,4.1,228.5,,28.5783125,77.2568679,2.134461682575174
Jeewan Hospital And Nursing Home,NEW DELHI,DELHI,3.7,35.0,"H7H5+8Q New Delhi, Delhi",28.5783125,77.2568679,1.242072130358006
Jeewan Mala Hospital Pvt Ltd,NEW DELHI,DELHI,4.6,1579.0,"M55V+5P New Delhi, Delhi",28.6579375,77.1917429,3.280333361646064
Primus Super Speciality Hospital,NEW DELHI,DELHI,3.5,1382.0,"H5VJ+5F New Delhi, Delhi",28.5929375,77.1786179,2.4334509943115408
Metro Hospitals And Cancer Institute,NEW DELHI,DELHI,4.5,2080.0,"J7QV+CW New Delhi, Delhi",28.6385625,77.2922429,3.3300413261185953
"Lion Kidney Hospital And Urology 
Research Institute",New Delhi,DELHI,4.2,78.0,"H7CF+FP New Delhi, Delhi",28.5711875,77.2717429,1.7454555592518655
Max Super Speciality Hospital West Block,NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679,3.111154202754386
"Mata Roop Rani Maggo And Mahindru 
Hospital",NEW DELHI,DELHI,4.4,3252.0,"J3C2+F4 New Delhi, Delhi",28.6211875,77.0477429,3.4488081536839723
"Cygnus Sonia Hospital (A Unit Of Altius 
Healthcare Pvt Ltd)",NEW DELHI,DELHI,4.2,619.0,M3M2+5V Delhi,28.6829375,77.0496179,2.600774179326053
Durga Hospital Pvt Ltd,NEW DELHI,DELHI,2.5,37.0,P667+JX Delhi,28.7115625,77.2123679,0.830377823461019
Lotus Hospital (Harinagar),NEW DELHI,DELHI,3.9,114.0,"J4G6+M8 New Delhi, Delhi",28.6266875,77.1082429,1.760633616783435
Divya Prastha Hospital,NEW DELHI,DELHI,4.2,1937.0,"H3PQ+F2 New Delhi, Delhi",28.5861875,77.0849929,3.073915703760227
Dr BL Kapur Memorial Hospital,NEW DELHI,DELHI,3.5,154.0,,28.6153125,77.0811179,1.6762944853685824
Khanna Hospital,NEW DELHI,DELHI,3.8,139.0,"J38M+4F New Delhi, Delhi",28.6153125,77.0811179,1.7876188512606894
Genesis Hospital Pvt Ltd,NEW DELHI,DELHI,3.6,330.0,"J3CJ+8F New Delhi, Delhi",28.6208125,77.0786179,1.9961207416988096
Aashlok Fortis Hospital,NEW DELHI,DELHI,4.2,384.0,"H58X+JH New Delhi, Delhi",28.5665625,77.1963679,2.4029658356526755
Bhagat Chandra Hospital,NEW DELHI,DELHI,3.2,846.0,"H3VJ+9H New Delhi, Delhi",28.6985625,77.1844929,2.0639101452951762
Vinayak Hospital Delhi,NEW DELHI,DELHI,4.1,594.0,"M5XP+CR New Delhi, Delhi",28.6985625,77.1844929,2.5205398132562613
Eden Hospital Pvt Ltd,NEW DELHI,DELHI,3.3,106.0,"H754+PF New Delhi, Delhi",28.5593125,77.2536179,1.4557070485770345
"Metro Hospital And Heart Institute (New 
Delhi)",NEW DELHI,DELHI,3.0,4.0,"H67V+WG New Delhi, Delhi",28.5593125,77.2536179,0.40874001979595015
"Hemraj Jain Hospital And Maternity 
Home.",NEW DELHI,DELHI,4.6,347.0,"J39J+RR New Delhi, Delhi",28.6195625,77.0794929,2.592402967278062
Adiva Hospitals,NEW DELHI,DELHI,5.0,1.0,"M47H+39 New Delhi, Delhi",28.6626875,77.1258679,0.2740561845970949
Satya Bhama Hospital,NEW DELHI,DELHI,4.7,3719.0,"M3G7+Q9 New Delhi, Delhi",28.6769375,77.0608679,3.7509459154429257
Janki Hospital,New Delhi,DELHI,3.4,109.0,"JX4P+8Q Gurugram, Haryana",28.6058125,76.9843679,1.5111884878993904
"Max Smart Super Speiality Hospital 
(Mandir Marg)",NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679,3.111154202754386
Balaji Hospital,New Delhi,DELHI,4.2,3912.0,"M4F6+G4 New Delhi, Delhi",28.5434375,77.2561179,3.3656188775984344
Shubham Hospital,NEW DELHI,DELHI,3.8,236.0,"G7V5+9F New Delhi, Delhi",28.5434375,77.2561179,1.9853468861069166
Tarak Hospital,NEW DELHI,DELHI,4.4,3643.0,J29J+M3 Delhi,28.6191875,77.0276179,3.498173168086324
Gandhi Hospital,NEW DELHI,DELHI,4.0,1022.0,J393+XC Delhi,28.6199375,77.0509929,2.6716614983757587
Kalra Hospital SRCNC Pvt Ltd,NEW DELHI,DELHI,4.3,2153.0,"M44Q+3C New Delhi, Delhi",28.6551875,77.1359929,3.1936487204210207
St Stephen Hospital,NEW DELHI,DELHI,3.1,998.0,"M687+PR New Delhi, Delhi",28.6668125,77.2119929,2.047847615046101
Holy Family Hospital,NEW DELHI,DELHI,3.6,1317.0,"H76G+P2 New Delhi, Delhi",28.5618125,77.2724929,2.4878056340325583
"Jeewan Hospital And Nursing Home Pvt 
Ltd (Jeewan Nagar)",NEW DELHI,DELHI,4.0,849.0,"H7H5+8P New Delhi, Delhi",28.5783125,77.2567429,2.5984141185905547
Bhagat Hospital,NEW DELHI,DELHI,3.5,327.0,"J454+CC New Delhi, Delhi",28.6085625,77.1034929,1.9356199169384816
Sunrise Hospital,NEW DELHI,DELHI,4.1,284.0,"H7G8+R9 New Delhi, Delhi",28.5770625,77.2633679,2.2222362493270955
"RG Stone Urology And Laproscopy 
Hospital Preet Vihar",NEW DELHI,DELHI,4.7,1631.0,"J7WW+8Q New Delhi, Delhi",28.6166875,76.9806179,3.36817785315194
"Swasthik Hospital (A Unit Of Sushom 
Health Care Pvt.Ltd)",NEW DELHI,DELHI,4.0,132.0,"JX8M+M7 New Delhi, Delhi",28.6166875,76.9806179,1.8650297393790818
Maharaja Agrasen Hospital Dwarka,NEW DELHI,DELHI,4.5,2173.0,,28.5446875,77.2452429,3.34948817407468
Rockland Hospitals Ltd,NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,1.83375532213942
Pentamed Hospital,NEW DELHI,DELHI,3.4,212.0,M5XR+PQ Delhi,28.6592877,77.0762855,1.733269210213434
Mahindru Hospital,NEW DELHI,DELHI,3.5,423.0,J2CX+7W Delhi,28.5941875,77.0401179,2.0244339606896924
Life Line Hospital Dwarka,NEW DELHI,DELHI,3.2,90.0,"H2VV+M3 New Delhi, Delhi",28.5941875,77.0401179,1.3582870492381494
Shishu Sadan Multispeciality Hospital,NEW DELHI,DELHI,3.4,156.0,"J3GF+V2 New Delhi, Delhi",28.6271875,77.0699929,1.6307514947961623
Pushpanjali Hospital And Trauma Centre,New Delhi,DELHI,4.4,250.0,M3JP+33 Delhi,28.6801875,77.0826179,2.3346018467705725
"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Karolba",NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929,4.116794520382701
Rathi Hospital,NEW DELHI,DELHI,4.6,2924.0,"M22J+HH New Delhi, Delhi",28.613905,77.1265981,3.5603609225315247
Amar Leela Hospital Pvt. Ltd.,NEW DELHI,DELHI,4.0,323.0,"J3MQ+CF New Delhi, Delhi",28.613905,77.1265981,2.2170734257533575
Ardent Ganpati Hospital,New Delhi,DELHI,3.3,39.0,,28.7030625,77.1187429,1.1347544832682823
Cygnus MLS Super Speciality Hospital,NEW DELHI,DELHI,3.4,5.0,P43C+6G Delhi,28.7030625,77.1187429,0.5336471700838007
Apollo Spectra Hospitals,NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929,4.116794520382701
Delhi Hospital & Temple Nursing Home,NEW DELHI,DELHI,3.4,19.0,"J6RW+C2 New Delhi, Delhi",28.6410625,77.2424929,0.9382694090703748
"AS Kidney Hospital & Stone Centre Pvt. 
Ltd",New Delhi,DELHI,4.0,171.0,"J34J+FH New Delhi, Delhi",28.6061875,77.0788679,1.9666997383322642
"Apollo Cradle - For Women & Children (A 
Unit Of Apollo Speciality Hospitals Pvt 
Ltd)",NEW DELHI,DELHI,4.8,4010.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,3.867945539563053
Tomar Multispeciality Hospital,New Delhi,DELHI,3.5,153.0,"P325+8P New Delhi, Delhi",28.7008125,77.0567429,1.6740552732720475
Irene Hospital,New Delhi,DELHI,4.1,358.0,"G7V5+V7 New Delhi, Delhi",28.5446875,77.2556179,2.315784635369249
Mahajan Hospital,New Delhi,DELHI,4.6,314.0,"J3F7+HQ New Delhi, Delhi",28.6239375,77.0618679,2.547102631252086
Vikas Hospital,NEW DELHI,DELHI,4.8,1005.0,"G59F+QR New Delhi, Delhi",28.5194375,77.1719929,3.2117459611367662
Dr Reena Janana & Surgical Hospital,New Delhi,DELHI,3.6,54.0,,28.6121875,77.0736179,1.357461600235456
Suman Super Speciality Hospital,NEW DELHI,DELHI,2.7,70.0,"J36G+VF New Delhi, Delhi",28.6121875,77.0736179,1.0691149103214153
Swasthik Hospital,NEW DELHI,DELHI,3.1,82.0,"J3QW+X7 New Delhi, Delhi",28.6399375,77.0931179,1.2855031658392295
Konarc Multispeciality Hospital,NEW DELHI,DELHI,3.1,57.0,M3G7+XH Delhi,28.6774375,77.0613679,1.1756832926001168
Nestiva Hospital,New Delhi,DELHI,3.4,224.0,"H54F+9R New Delhi, Delhi",28.5559375,77.1719929,1.751688755310988
Ishan Hospital,NEW DELHI,DELHI,4.5,285.0,"P4MQ+CV Rohini, Delhi",28.7335625,77.1371179,2.447282059881494
Galaxy Hospital,New Delhi,DELHI,4.2,45.0,"M73V+5X New Delhi, Delhi",28.6529375,77.2923679,1.52094058466651
Park Hospital,NEW DELHI,DELHI,4.8,6220.0,"M32V+P7 New Delhi, Delhi",28.6518125,77.0906179,4.0761793066101
Apollo Spectra Hospitals Nehru Enclave,NEW DELHI,DELHI,4.8,5353.0,"G6WX+76 New Delhi, Delhi",28.5456875,77.2454929,4.004969851911945
Fortis Hospital Shalimar Bagh,NEW DELHI,DELHI,4.6,7921.0,P559+RX Delhi,28.7095625,77.1673679,4.013387384966258
"Max Super Speciality Hospital (Shalimar 
Bagh)",NEW DELHI,DELHI,4.3,5843.0,"P5H3+55 New Delhi, Delhi",28.7279375,77.1503679,3.617869407197061
"SCI International Hospital (Isis Hospital 
Pvt Ltd)",NEW DELHI,DELHI,4.9,2061.0,"G6XM+XM New Delhi, Delhi",28.5499375,77.2316179,3.6276926931818965
Surya Kiran Hospital Pvt Ltd,NEW DELHI,DELHI,3.4,84.0,"JX7R+GV New Delhi, Delhi",28.6138125,76.9896179,1.424539195567462
Universal Hospital,NEW DELHI,DELHI,4.1,501.0,"F8P5+QW New Delhi, Delhi",28.4869375,77.3072429,2.451660625101696
"Aakash Healthcare Super Speciality 
Hospital",NEW DELHI,DELHI,4.7,21848.0,"J343+39 Dwarka, Delhi",28.6051875,77.0508679,4.573436882997009
Rosewood Hospital,NEW DELHI,DELHI,3.3,110.0,"JX6R+2W Najafgarh, Delhi",28.6100625,76.9897429,1.467678597191473
Sinha Hospital,NEW DELHI,DELHI,3.6,34.0,"JX6V+X7 Najafgarh, Delhi",28.6100625,76.9897429,1.1966265138590786
Action Cancer Hospital,NEW DELHI,DELHI,4.5,1696.0,"M4F6+R3 New Delhi, Delhi",28.6745625,77.1076179,3.239307708848196
Ayushman Hospital,NEW DELHI,DELHI,4.0,2376.0,"H3Q5+5R New Delhi, Delhi",28.5879375,77.0569929,3.0050058354562723
Sir Ganga Ram City Hospital,NEW DELHI,DELHI,4.6,1184.0,"J5VR+JG New Delhi, Delhi",28.6440625,77.1887429,3.149528229101422
I Create Hospital,NEW DELHI,DELHI,4.8,211.0,J3CJ+C9 Delhi,28.6210625,77.0783679,2.4729472274276514
Diyos Mens Hospital,NEW DELHI,DELHI,4.5,293.0,"H58V+9R New Delhi, Delhi",28.5659375,77.1919929,2.4595532363444166
"R G Stone Urology And Laparoscopy 
Hospital",GOA,GOA,4.6,3821.0,"GRGG+JC Pilern, Goa",15.5265625,73.8234929,3.681980158346811
Manipal Hospitals,GOA,GOA,4.5,2236.0,"FR67+27 Durgavado, Goa",15.4600625,73.8106179,3.362194783739236
Royal Hospital,GOA,GOA,3.5,96.0,"7XCC+8R Madgaon, Goa",15.2708125,73.9694929,1.5141395195285026
Healthway Hospital(Kadmba),GOA,GOA,3.3,263.0,"FWP6+6F Old Goa, Goa",15.4855625,73.9086179,1.7502941206417415
Healthway Hospitals,Panaji,GOA,3.3,97.0,"FRVJ+JC Panaji, Goa",15.4940625,73.8284929,1.4270477210791497
Cims Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,17464.0,"3GC8+5P Ahmedabad, Gujarat",23.0729375,72.5566179,4.56594453245779
Bodyline Hospitals,Ahmedabad,GUJARAT,4.6,936.0,"2H53+XR Ahmedabad, Gujarat",23.0729375,72.5566179,3.0427611406082233
Panchshil Hospital,Ahmedabad,GUJARAT,3.7,118.0,,23.0729375,72.5566179,1.6793358448273434
Poojan Children Hospital,AHMEDABAD,GUJARAT,4.9,2185.0,"3HF5+5M Ahmedabad, Gujarat",23.0729375,72.5566179,3.6559766914955145
Shivam Medical Hospital,AHMEDABAD,GUJARAT,4.8,643.0,"XJMC+QG Ahmedabad, Gujarat",23.0403125,72.5256179,3.0001205279412
Siddhi Hospital,Ahmedabad,GUJARAT,4.0,6.0,,23.0403125,72.5256179,0.700858932599708
"Sanjivani Super Speciality Hospital Pvt 
Ltd",AHMEDABAD,GUJARAT,4.1,668.0,"2GRH+47 Ahmedabad, Gujarat",23.0403125,72.5256179,2.5680459334906836
SAL Hospital And Medical Institute,AHMEDABAD,GUJARAT,4.5,2538.0,"2GXF+RP Ahmedabad, Gujarat",23.0495625,72.5217429,3.418522107943453
Shreeji Hospital(Ahmedabad),AHMEDABAD,GUJARAT,4.5,86.0,"2G7G+9M Ahmedabad, Gujarat",23.0134375,72.5241179,1.9179305299035687
Swapn Healthcare Hospital PVT. LTD,AHMEDABAD,GUJARAT,3.9,37.0,"XHMW+9V Ahmedabad, Gujarat",22.9834375,72.5946179,1.3337572704427831
Utkarsh Hospital,AHMEDABAD,GUJARAT,3.5,15.0,"4H5H+58 Ahmedabad, Gujarat",23.0471875,72.5628679,0.8906825999405583
Rushabh Medi Surge Hospital Pvt Ltd,AHMEDABAD,GUJARAT,3.3,36.0,"2G79+22 Ahmedabad, Gujarat",23.0471875,72.5628679,1.1093243572578573
Mansarovar Hospital,AHMEDABAD,GUJARAT,4.3,37.0,"2HW8+V5 Ahmedabad, Gujarat",23.0471875,72.5628679,1.4775799695804297
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat",23.0126875,72.5102429,1.5724617627278779
Netra Raksha Hospital,AHMEDABAD,GUJARAT,2.8,4.0,"2JQQ+M7 Ahmedabad, Gujarat",23.0391875,72.6356179,0.37692308206626857
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat",23.0126875,72.5102429,1.5724617627278779
Devasya Kidney Hospital,AHMEDABAD,GUJARAT,4.8,477.0,"2FHH+72 Ahmedabad, Gujarat",23.0281875,72.4749929,2.8586910702532786
"Tapan Hospital (A Unit Of Tapan Hospital 
Pvt Ltd)",AHMEDABAD,GUJARAT,3.2,23.0,"2JPH+CW Ahmedabad, Gujarat",23.0360625,72.6272429,0.9367158174254425
Parth Hospital,AHMEDABAD,GUJARAT,4.0,170.0,,23.0106875,72.5601179,1.9643943119843208
Shaurya Hospital(Ahmedabad),Ahmedabad,GUJARAT,4.1,786.0,"2H67+73 Ahmedabad, Gujarat",23.0106875,72.5601179,2.6338787127237357
"Zydus Hospital And Healthcare Research 
Pvt Ltd",Ahmedabad,GUJARAT,4.8,12658.0,"3G59+C2 Ahmedabad, Gujarat",23.0585625,72.5149929,4.413250336462112
