Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
Sarwa Trauma Hospital,RAIPUR,CHATTISGARH,4.3,88.0,"6JRH+2H Raipur, Chhattisgarh",21.2400625,81.6263679
VY Hospital,RAIPUR,CHATTISGARH,,,,,
We Care Super Specialty Hospital,RAIPUR,CHATTISGARH,3.8,165.0,"6MP9+6G Raipur, Chhattisgarh",21.2355625,81.6662429
Panchsheel Hospital Pvt Ltd,DELHI,DELHI,3.6,581.0,P72H+PW Delhi,28.7018125,77.2772429
"Ramlal Kundanlal Orthopaedic Hospital 
And R.K. Maternity Home",Delhi,DELHI,3.8,390.0,J79P+6P Delhi,28.6180625,77.2842429
Sehgal Neo Hospital,DELHI,DELHI,4.4,2043.0,"M35R+7J New Delhi, Delhi",28.6581875,77.0889929
Kesar Hospital (Delhi),DELHI,DELHI,2.6,42.0,"P547+8R New Delhi, Delhi",28.7058125,77.1619929
Navjeevan Hospital,DELHI,DELHI,3.2,271.0,"M4V5+WG New Delhi, Delhi",28.6948125,77.1062429
Kukreja Hospital,Delhi,DELHI,4.7,1623.0,"J75V+MW New Delhi, Delhi",28.6091875,77.2922429
Samyak Hospital(Shalimar Bagh),DELHI,DELHI,3.4,120.0,P557+3X Delhi,28.7076875,77.1623679
Shanti Mukand Hospital,DELHI,DELHI,4.4,3326.0,J8W2+7M Delhi,28.6456875,77.2991179
Rs Grover Memorial Hospital,DELHI,DELHI,3.5,157.0,"J7VG+2X New Delhi, Delhi",28.6425625,77.2748679
Jain Hospital New Delhi,DELHI,DELHI,4.3,872.0,"M835+8F New Delhi, Delhi",28.6533125,77.3061179
Khandelwal Hospital and Urology Centre,DELHI,DELHI,3.6,338.0,"M75Q+V9 New Delhi, Delhi",28.6596875,77.2858679
Kosmos Superspeciality Hospital (Tm),DELHI,DELHI,3.8,430.0,M836+W5 Delhi,28.6548125,77.3078679
Sama Hospital,DELHI,DELHI,4.5,604.0,"H63G+RQ New Delhi, Delhi",28.5545625,77.2243679
Venkateshwar Hospital,DELHI,DELHI,4.4,14987.0,"H2QQ+C6 New Delhi, Delhi",28.5885625,77.0354929
Roopchand Hospital,DELHI,DELHI,4.2,28.0,P25R+H5 Delhi,28.7089375,77.0378679
Dr. Gupta Nursing Home And Hospital,DELHI,DELHI,2.8,40.0,"M7GQ+84 New Delhi, Delhi",28.6758125,77.2852429
Shree Aggarsain International Hospital,DELHI,DELHI,3.9,1234.0,"P397+HX Rohini, Delhi",28.7189375,77.0623679
Saroj Super Speciality Hospital,NEW DELHI,DELHI,4.2,4368.0,"P44H+9H New Delhi, Delhi",,
"Dharamshila Hospital and Research 
Centre",NEW DELHI,DELHI,4.3,1727.0,"J837+2J New Delhi, Delhi",28.6025625,77.3114929
Indus Valley Hospitals,NEW DELHI,DELHI,5.0,8.0,JX7R+C9 Delhi,28.6135625,76.9883679
Shri Moolchand Kharaiti Ram Hospital,NEW DELHI,DELHI,1.0,1.0,,,
Tirath Ram Shah Hospital,NEW DELHI,DELHI,3.0,467.0,"M6C8+6F New Delhi, Delhi",28.6705625,77.2136179
Indraprastha Apollo Hospital,NEW DELHI,DELHI,4.7,12745.0,"G7RM+G7 New Delhi, Delhi",28.5413125,77.2806179
Jaipur Golden Hospital,NEW DELHI,DELHI,3.7,1419.0,M4X5+3P Delhi,,
Kukreja Hospital And Heart Centre,NEW DELHI,DELHI,4.3,1255.0,"J4W8+RX New Delhi, Delhi",28.6470625,77.1148679
Sir Ganga Ram Hospital,NEW DELHI,DELHI,3.3,223.0,"J5QQ+7F New Delhi, Delhi",28.6381875,77.1861179
"Max super speciality Hospital 
(Patparganj)",NEW DELHI,DELHI,4.0,4149.0,J8M5+5J Delhi,,
"Rg Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",,
Goyal Hospital & Urology Centre,NEW DELHI,DELHI,4.3,1272.0,"M76J+FX New Delhi, Delhi",,
Fortis Flt Lt Rajan Dhall Hospital,NEW DELHI,DELHI,4.5,5342.0,"G596+Q5 New Delhi, Delhi",28.5194375,77.1578679
"RG Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",28.5539375,77.2417429
Sant Parmanand Hospital,NEW DELHI,DELHI,3.5,856.0,"M6HF+3J New Delhi, Delhi",28.6776875,77.2214929
Jeewan Nursing Homeand Hospital,NEW DELHI,DELHI,4.1,339.0,"J5VQ+G7 New Delhi, Delhi",28.6438125,77.1856179
Sukhda Hospital,NEW DELHI,DELHI,3.6,51.0,,,
Aakash Hospital,NEW DELHI,DELHI,4.0,786.0,"G6M7+JQ New Delhi, Delhi",28.5340625,77.2118679
MGS Hospital,NEW DELHI,DELHI,3.9,376.0,"M4FM+JV New Delhi, Delhi",28.6740625,77.1321179
Shree Jeewan Hospital,NEW DELHI,DELHI,3.9,64.0,"M55V+5R New Delhi, Delhi",28.6579375,77.1919929
"Bhagwati Hospital (Unit Of Sarvodya 
Health Foundation)",NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",,
Mata Chanan Devi Hospital,NEW DELHI,DELHI,4.0,940.0,"J39H+H8 New Delhi, Delhi",28.6189375,77.0757429
Bhagwan Mahavir Hospital,NEW DELHI,DELHI,3.6,324.0,M4Q9+95 Delhi,28.6884375,77.1153679
Khetarpal Hospital,NEW DELHI,DELHI,4.6,799.0,"M43J+22 New Delhi, Delhi",28.6525625,77.1274929
Rockland Hospital,NEW DELHI,DELHI,4.1,1397.0,"G5PJ+XC New Delhi, Delhi",,
Jeevan Jyoti Hospital(New Delhi),NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429
Aarogya Hospital,NEW DELHI,DELHI,4.6,888.0,"J7RP+GG New Delhi, Delhi",28.6413125,77.2837429
Bansal Hospital,NEW DELHI,DELHI,3.7,261.0,"H78C+28 New Delhi, Delhi",28.5650625,77.2682429
Dashmesh Hospital,NEW DELHI,DELHI,3.2,121.0,"J3JX+5G New Delhi, Delhi",28.6304375,77.0962429
Central Hospital (Delhi),NEW DELHI,DELHI,3.3,158.0,"J3PR+J4 New Delhi, Delhi",28.6304375,77.0962429
"Batra Hospital And Medical Research 
Centre",NEW DELHI,DELHI,3.7,1390.0,"G67W+F7 New Delhi, Delhi",28.5136875,77.2431179
Sodhi Nursing Home And Ent Hospital,NEW DELHI,DELHI,3.8,76.0,"M3CQ+H2 New Delhi, Delhi",28.6714375,77.0849929
Dr Sushma Jindal Hospital Delhi,NEW DELHI,DELHI,4.2,68.0,"M8H7+JW New Delhi, Delhi",28.6790625,77.3122429
Nazar Kanwar Surana Hospital,NEW DELHI,DELHI,2.6,7.0,M5CV+M9 Delhi,28.6716875,77.1908679
Bensups Hospital (New Delhi),New Delhi,DELHI,,,,,
Jeewan Hospital And Nursing Home,NEW DELHI,DELHI,3.7,35.0,"H7H5+8Q New Delhi, Delhi",28.5783125,77.2568679
Jeewan Mala Hospital Pvt Ltd,NEW DELHI,DELHI,4.6,1579.0,"M55V+5P New Delhi, Delhi",28.6579375,77.1917429
Primus Super Speciality Hospital,NEW DELHI,DELHI,3.5,1382.0,"H5VJ+5F New Delhi, Delhi",28.5929375,77.1786179
Metro Hospitals And Cancer Institute,NEW DELHI,DELHI,4.5,2080.0,"J7QV+CW New Delhi, Delhi",28.6385625,77.2922429
"Lion Kidney Hospital And Urology 
Research Institute",New Delhi,DELHI,4.2,78.0,"H7CF+FP New Delhi, Delhi",28.5711875,77.2717429
Max Super Speciality Hospital West Block,NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679
"Mata Roop Rani Maggo And Mahindru 
Hospital",NEW DELHI,DELHI,4.4,3252.0,"J3C2+F4 New Delhi, Delhi",28.6211875,77.0477429
"Cygnus Sonia Hospital (A Unit Of Altius 
Healthcare Pvt Ltd)",NEW DELHI,DELHI,4.2,619.0,M3M2+5V Delhi,28.6829375,77.0496179
Durga Hospital Pvt Ltd,NEW DELHI,DELHI,2.5,37.0,P667+JX Delhi,28.7115625,77.2123679
Lotus Hospital (Harinagar),NEW DELHI,DELHI,3.9,114.0,"J4G6+M8 New Delhi, Delhi",28.6266875,77.1082429
Divya Prastha Hospital,NEW DELHI,DELHI,4.2,1937.0,"H3PQ+F2 New Delhi, Delhi",28.5861875,77.0849929
Dr BL Kapur Memorial Hospital,NEW DELHI,DELHI,3.5,154.0,,,
Khanna Hospital,NEW DELHI,DELHI,3.8,139.0,"J38M+4F New Delhi, Delhi",28.6153125,77.0811179
Genesis Hospital Pvt Ltd,NEW DELHI,DELHI,3.6,330.0,"J3CJ+8F New Delhi, Delhi",28.6208125,77.0786179
Aashlok Fortis Hospital,NEW DELHI,DELHI,4.2,384.0,"H58X+JH New Delhi, Delhi",28.5665625,77.1963679
Bhagat Chandra Hospital,NEW DELHI,DELHI,3.2,846.0,"H3VJ+9H New Delhi, Delhi",,
Vinayak Hospital Delhi,NEW DELHI,DELHI,4.1,594.0,"M5XP+CR New Delhi, Delhi",28.6985625,77.1844929
Eden Hospital Pvt Ltd,NEW DELHI,DELHI,3.3,106.0,"H754+PF New Delhi, Delhi",28.5593125,77.2536179
"Metro Hospital And Heart Institute (New 
Delhi)",NEW DELHI,DELHI,3.0,4.0,"H67V+WG New Delhi, Delhi",28.5593125,77.2536179
"Hemraj Jain Hospital And Maternity 
Home.",NEW DELHI,DELHI,4.6,347.0,"J39J+RR New Delhi, Delhi",28.6195625,77.0794929
Adiva Hospitals,NEW DELHI,DELHI,5.0,1.0,"M47H+39 New Delhi, Delhi",28.6626875,77.1258679
Satya Bhama Hospital,NEW DELHI,DELHI,4.7,3719.0,"M3G7+Q9 New Delhi, Delhi",28.6769375,77.0608679
Janki Hospital,New Delhi,DELHI,3.4,109.0,"JX4P+8Q Gurugram, Haryana",28.6058125,76.9843679
"Max Smart Super Speiality Hospital 
(Mandir Marg)",NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679
Balaji Hospital,New Delhi,DELHI,4.2,3912.0,"M4F6+G4 New Delhi, Delhi",,
Shubham Hospital,NEW DELHI,DELHI,3.8,236.0,"G7V5+9F New Delhi, Delhi",28.5434375,77.2561179
Tarak Hospital,NEW DELHI,DELHI,4.4,3643.0,J29J+M3 Delhi,28.6191875,77.0276179
Gandhi Hospital,NEW DELHI,DELHI,4.0,1022.0,J393+XC Delhi,28.6199375,77.0509929
Kalra Hospital SRCNC Pvt Ltd,NEW DELHI,DELHI,4.3,2153.0,"M44Q+3C New Delhi, Delhi",28.6551875,77.1359929
St Stephen Hospital,NEW DELHI,DELHI,3.1,998.0,"M687+PR New Delhi, Delhi",28.6668125,77.2119929
Holy Family Hospital,NEW DELHI,DELHI,3.6,1317.0,"H76G+P2 New Delhi, Delhi",28.5618125,77.2724929
"Jeewan Hospital And Nursing Home Pvt 
Ltd (Jeewan Nagar)",NEW DELHI,DELHI,4.0,849.0,"H7H5+8P New Delhi, Delhi",28.5783125,77.2567429
Bhagat Hospital,NEW DELHI,DELHI,3.5,327.0,"J454+CC New Delhi, Delhi",28.6085625,77.1034929
Sunrise Hospital,NEW DELHI,DELHI,4.1,284.0,"H7G8+R9 New Delhi, Delhi",28.5770625,77.2633679
"RG Stone Urology And Laproscopy 
Hospital Preet Vihar",NEW DELHI,DELHI,4.7,1631.0,"J7WW+8Q New Delhi, Delhi",,
"Swasthik Hospital (A Unit Of Sushom 
Health Care Pvt.Ltd)",NEW DELHI,DELHI,4.0,132.0,"JX8M+M7 New Delhi, Delhi",28.6166875,76.9806179
Maharaja Agrasen Hospital Dwarka,NEW DELHI,DELHI,4.5,2173.0,,,
Rockland Hospitals Ltd,NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429
Pentamed Hospital,NEW DELHI,DELHI,3.4,212.0,M5XR+PQ Delhi,28.6592877,77.0762855
Mahindru Hospital,NEW DELHI,DELHI,3.5,423.0,J2CX+7W Delhi,,
Life Line Hospital Dwarka,NEW DELHI,DELHI,3.2,90.0,"H2VV+M3 New Delhi, Delhi",28.5941875,77.0401179
Shishu Sadan Multispeciality Hospital,NEW DELHI,DELHI,3.4,156.0,"J3GF+V2 New Delhi, Delhi",28.6271875,77.0699929
Pushpanjali Hospital And Trauma Centre,New Delhi,DELHI,4.4,250.0,M3JP+33 Delhi,28.6801875,77.0826179
"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Karolba",NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929
Rathi Hospital,NEW DELHI,DELHI,4.6,2924.0,"M22J+HH New Delhi, Delhi",28.613905,77.1265981
Amar Leela Hospital Pvt. Ltd.,NEW DELHI,DELHI,4.0,323.0,"J3MQ+CF New Delhi, Delhi",28.613905,77.1265981
Ardent Ganpati Hospital,New Delhi,DELHI,3.3,39.0,,,
Cygnus MLS Super Speciality Hospital,NEW DELHI,DELHI,3.4,5.0,P43C+6G Delhi,28.7030625,77.1187429
Apollo Spectra Hospitals,NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929
Delhi Hospital & Temple Nursing Home,NEW DELHI,DELHI,3.4,19.0,"J6RW+C2 New Delhi, Delhi",28.6410625,77.2424929
"AS Kidney Hospital & Stone Centre Pvt. 
Ltd",New Delhi,DELHI,4.0,171.0,"J34J+FH New Delhi, Delhi",28.6061875,77.0788679
"Apollo Cradle - For Women & Children (A 
Unit Of Apollo Speciality Hospitals Pvt 
Ltd)",NEW DELHI,DELHI,4.8,4010.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429
Tomar Multispeciality Hospital,New Delhi,DELHI,3.5,153.0,"P325+8P New Delhi, Delhi",28.7008125,77.0567429
Irene Hospital,New Delhi,DELHI,4.1,358.0,"G7V5+V7 New Delhi, Delhi",28.5446875,77.2556179
Mahajan Hospital,New Delhi,DELHI,4.6,314.0,"J3F7+HQ New Delhi, Delhi",28.6239375,77.0618679
Vikas Hospital,NEW DELHI,DELHI,4.8,1005.0,"G59F+QR New Delhi, Delhi",28.5194375,77.1719929
Dr Reena Janana & Surgical Hospital,New Delhi,DELHI,3.6,54.0,,,
Suman Super Speciality Hospital,NEW DELHI,DELHI,2.7,70.0,"J36G+VF New Delhi, Delhi",28.6121875,77.0736179
Swasthik Hospital,NEW DELHI,DELHI,3.1,82.0,"J3QW+X7 New Delhi, Delhi",28.6399375,77.0931179
Konarc Multispeciality Hospital,NEW DELHI,DELHI,3.1,57.0,M3G7+XH Delhi,28.6774375,77.0613679
Nestiva Hospital,New Delhi,DELHI,3.4,224.0,"H54F+9R New Delhi, Delhi",28.5559375,77.1719929
Ishan Hospital,NEW DELHI,DELHI,4.5,285.0,"P4MQ+CV Rohini, Delhi",28.7335625,77.1371179
Galaxy Hospital,New Delhi,DELHI,4.2,45.0,"M73V+5X New Delhi, Delhi",28.6529375,77.2923679
Park Hospital,NEW DELHI,DELHI,4.8,6220.0,"M32V+P7 New Delhi, Delhi",28.6518125,77.0906179
Apollo Spectra Hospitals Nehru Enclave,NEW DELHI,DELHI,4.8,5353.0,"G6WX+76 New Delhi, Delhi",28.5456875,77.2454929
Fortis Hospital Shalimar Bagh,NEW DELHI,DELHI,4.6,7921.0,P559+RX Delhi,28.7095625,77.1673679
"Max Super Speciality Hospital (Shalimar 
Bagh)",NEW DELHI,DELHI,4.3,5843.0,"P5H3+55 New Delhi, Delhi",28.7279375,77.1503679
"SCI International Hospital (Isis Hospital 
Pvt Ltd)",NEW DELHI,DELHI,4.9,2061.0,"G6XM+XM New Delhi, Delhi",28.5499375,77.2316179
Surya Kiran Hospital Pvt Ltd,NEW DELHI,DELHI,3.4,84.0,"JX7R+GV New Delhi, Delhi",28.6138125,76.9896179
Universal Hospital,NEW DELHI,DELHI,4.1,501.0,"F8P5+QW New Delhi, Delhi",28.4869375,77.3072429
"Aakash Healthcare Super Speciality 
Hospital",NEW DELHI,DELHI,4.7,21848.0,"J343+39 Dwarka, Delhi",28.6051875,77.0508679
Rosewood Hospital,NEW DELHI,DELHI,3.3,110.0,"JX6R+2W Najafgarh, Delhi",28.6100625,76.9897429
Sinha Hospital,NEW DELHI,DELHI,3.6,34.0,"JX6V+X7 Najafgarh, Delhi",28.6100625,76.9897429
Action Cancer Hospital,NEW DELHI,DELHI,4.5,1696.0,"M4F6+R3 New Delhi, Delhi",28.6745625,77.1076179
Ayushman Hospital,NEW DELHI,DELHI,4.0,2376.0,"H3Q5+5R New Delhi, Delhi",28.5879375,77.0569929
Sir Ganga Ram City Hospital,NEW DELHI,DELHI,4.6,1184.0,"J5VR+JG New Delhi, Delhi",28.6440625,77.1887429
I Create Hospital,NEW DELHI,DELHI,4.8,211.0,J3CJ+C9 Delhi,28.6210625,77.0783679
Diyos Mens Hospital,NEW DELHI,DELHI,4.5,293.0,"H58V+9R New Delhi, Delhi",28.5659375,77.1919929
"R G Stone Urology And Laparoscopy 
Hospital",GOA,GOA,4.6,3821.0,"GRGG+JC Pilern, Goa",15.5265625,73.8234929
Manipal Hospitals,GOA,GOA,4.5,2236.0,"FR67+27 Durgavado, Goa",15.4600625,73.8106179
Royal Hospital,GOA,GOA,3.5,96.0,"7XCC+8R Madgaon, Goa",15.2708125,73.9694929
Healthway Hospital(Kadmba),GOA,GOA,3.3,263.0,"FWP6+6F Old Goa, Goa",15.4855625,73.9086179
Healthway Hospitals,Panaji,GOA,3.3,97.0,"FRVJ+JC Panaji, Goa",15.4940625,73.8284929
Cims Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,17464.0,"3GC8+5P Ahmedabad, Gujarat",,
Bodyline Hospitals,Ahmedabad,GUJARAT,4.6,936.0,"2H53+XR Ahmedabad, Gujarat",,
Panchshil Hospital,Ahmedabad,GUJARAT,3.7,118.0,,,
Poojan Children Hospital,AHMEDABAD,GUJARAT,4.9,2185.0,"3HF5+5M Ahmedabad, Gujarat",23.0729375,72.5566179
Shivam Medical Hospital,AHMEDABAD,GUJARAT,4.8,643.0,"XJMC+QG Ahmedabad, Gujarat",,
Siddhi Hospital,Ahmedabad,GUJARAT,4.0,6.0,,,
"Sanjivani Super Speciality Hospital Pvt 
Ltd",AHMEDABAD,GUJARAT,4.1,668.0,"2GRH+47 Ahmedabad, Gujarat",23.0403125,72.5256179
SAL Hospital And Medical Institute,AHMEDABAD,GUJARAT,4.5,2538.0,"2GXF+RP Ahmedabad, Gujarat",23.0495625,72.5217429
Shreeji Hospital(Ahmedabad),AHMEDABAD,GUJARAT,4.5,86.0,"2G7G+9M Ahmedabad, Gujarat",23.0134375,72.5241179
Swapn Healthcare Hospital PVT. LTD,AHMEDABAD,GUJARAT,3.9,37.0,"XHMW+9V Ahmedabad, Gujarat",22.9834375,72.5946179
Utkarsh Hospital,AHMEDABAD,GUJARAT,3.5,15.0,"4H5H+58 Ahmedabad, Gujarat",,
Rushabh Medi Surge Hospital Pvt Ltd,AHMEDABAD,GUJARAT,3.3,36.0,"2G79+22 Ahmedabad, Gujarat",,
Mansarovar Hospital,AHMEDABAD,GUJARAT,4.3,37.0,"2HW8+V5 Ahmedabad, Gujarat",23.0471875,72.5628679
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat",23.0126875,72.5102429
Netra Raksha Hospital,AHMEDABAD,GUJARAT,2.8,4.0,"2JQQ+M7 Ahmedabad, Gujarat",23.0391875,72.6356179
Tapan Hospital,AHMEDABAD,GUJARAT,3.4,131.0,"2G77+34 Ahmedabad, Gujarat",23.0126875,72.5102429
Devasya Kidney Hospital,AHMEDABAD,GUJARAT,4.8,477.0,"2FHH+72 Ahmedabad, Gujarat",23.0281875,72.4749929
"Tapan Hospital (A Unit Of Tapan Hospital 
Pvt Ltd)",AHMEDABAD,GUJARAT,3.2,23.0,"2JPH+CW Ahmedabad, Gujarat",23.0360625,72.6272429
Parth Hospital,AHMEDABAD,GUJARAT,4.0,170.0,,,
Shaurya Hospital(Ahmedabad),Ahmedabad,GUJARAT,,786.0,"2H67+73 Ahmedabad, Gujarat",23.0106875,72.5601179
"Zydus Hospital And Healthcare Research 
Pvt Ltd",Ahmedabad,GUJARAT,4.8,12658.0,"3G59+C2 Ahmedabad, Gujarat",23.0585625,72.5149929
Hcg Medi - Surge Hospitals Pvt. Ltd.,Ahmedabad,GUJARAT,3.4,8.0,"2HH7+FR Ahmedabad, Gujarat",23.0286875,72.5619929
Krishna Surgical Hospital,AHMEDABAD,GUJARAT,4.9,338.0,"3JCX+H5 Ahmedabad, Gujarat",23.0714375,72.6453679
Aalok Orthocare Hospital,AHMEDABAD,GUJARAT,4.1,74.0,"2HXC+6M Ahmedabad, Gujarat",23.0480625,72.5691179
Aarna Super Speciality Hospital,AHMEDABAD,GUJARAT,4.8,994.0,"2H75+QV Ahmedabad, Gujarat",23.0144375,72.5571179
Anand Surgical Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,2422.0,"3J3J+VC Ahmedabad, Gujarat",23.0546875,72.6284929
"Apollo Hospital International Ltd (City 
Center)",AHMEDABAD,GUJARAT,4.4,837.0,"2H95+96 Ahmedabad, Gujarat",,
"Arihant Orthopaedic Hospital And Joint 
Replacement Centre",AHMEDABAD,GUJARAT,4.8,92.0,"2G7W+56 Ahmedabad, Gujarat",23.0184375,72.5554929
Baps Yogiji Maharaj Hospital,AHMEDABAD,GUJARAT,4.8,4666.0,"2HWQ+CC Ahmedabad, Gujarat",23.0460625,72.5859929
Dr.Saurabh Shah Orthopaedic Hospital,AHMEDABAD,GUJARAT,4.4,114.0,"3H45+VX Ahmedabad, Gujarat",23.0571875,72.5573679
"Global Longlife Hospital And Research 
Pvt.Ltd",AHMEDABAD,GUJARAT,4.7,1017.0,"2GR5+FF Ahmedabad, Gujarat",23.0411875,72.5061179
"Apollo Hospital International 
Ltd(Gandhinagar)",AHMEDABAD,GUJARAT,,,,,
J Chirag Surgical Hospital,AHMEDABAD,GUJARAT,,,"2HW6+GX Ahmedabad, Gujarat",23.0463125,72.5598679
Kakadiya Hospital,AHMEDABAD,GUJARAT,3.2,212.0,"2JRJ+24 Ahmedabad, Gujarat",23.0400625,72.6277429
Karnavati Superspeciality Hospital,AHMEDABAD,GUJARAT,4.8,813.0,,,
Laxmi Hospital And Diagnostic Centre,AHMEDABAD,GUJARAT,4.5,256.0,"2FHH+82 Ahmedabad, Gujarat",23.0283125,72.4749929
Mansi Multispeciality Hospital,AHMEDABAD,GUJARAT,4.9,1680.0,"3H86+QR Ahmedabad, Gujarat",23.0669375,72.5594929
Mayflower WomenS Hospital Pvt Ltd,AHMEDABAD,GUJARAT,4.8,749.0,"2GWR+7J Ahmedabad, Gujarat",23.0456875,72.5389929
"Param Maternity Gynaec And Surgical 
Hospital",AHMEDABAD,GUJARAT,3.8,9.0,"4H3X+W2 Ahmedabad, Gujarat",,
Rathi Hospital,AHMEDABAD,GUJARAT,4.0,78.0,"2GFG+4C Ahmedabad, Gujarat",23.0228125,72.5234929
Shah Hospital (Dr. Manish Shah),AHMEDABAD,GUJARAT,4.3,165.0,"3H29+XV Ahmedabad, Gujarat",23.0524375,72.5671179
Sumiran Women`S Hospital,AHMEDABAD,GUJARAT,4.9,714.0,"2HQ7+R4 Ahmedabad, Gujarat",23.0395625,72.5602429
"The Gujarat Research And Medical 
Institute(Rajasthan Hospitals)",AHMEDABAD,GUJARAT,3.2,511.0,"3H4W+2M Ahmedabad, Gujarat",23.0550625,72.5941179
Tirupati General Hospital,AHMEDABAD,GUJARAT,4.0,24.0,"3H87+VJ Ahmedabad, Gujarat",23.0671875,72.5614929
Aarogyam Speciality Hospital,AHMEDABAD,GUJARAT,4.6,115.0,"2HW4+P6 Ahmedabad, Gujarat",23.0468125,72.5529929
Anand Multispeciality Hospital,AHMEDABAD,GUJARAT,4.6,344.0,"3H4X+22 Ahmedabad, Gujarat",23.0550625,72.5949929
Columbia Asia Hospital,AHMEDABAD,GUJARAT,4.8,150.0,"2HV6+JG Ahmedabad, Gujarat",23.0440625,72.5587429
"Gcs Medical College Hospital And 
Research Centre",Ahmedabad,GUJARAT,4.5,3346.0,"2JQ6+Q8 Ahmedabad, Gujarat",23.0394375,72.6082429
"Hcg Hospitals (Healthcare Global 
Enterprises Ltd)",Ahmedabad,GUJARAT,4.8,8249.0,"2HH7+GP Ahmedabad, Gujarat",23.0288125,72.5617429
Indus Hospital,AHMEDABAD,GUJARAT,4.7,136.0,"2MJF+Q6 Ahmedabad, Gujarat",23.0319375,72.6704929
Kaizen Hospital,AHMEDABAD,GUJARAT,4.7,2015.0,"2GWV+QF Ahmedabad, Gujarat",23.0469375,72.5411179
Kalptaru Hospital,Ahmedabad,GUJARAT,4.7,24.0,"2HXX+25 Ahmedabad, Gujarat",23.0475625,72.5953679
Kiran Surgical Hospital,Ahmedabad,GUJARAT,,,,,
"Medilink Hospital And Research Center 
Pvt Ltd",AHMEDABAD,GUJARAT,4.1,9.0,"3HFR+MR Ahmedabad, Gujarat",23.0741875,72.5894929
"Narayana Multispeciality Hospital ( 
Ahmedabad)",Ahmedabad,GUJARAT,,,,,
Parimal Hospital ( Maninagar ),Ahmedabad,GUJARAT,3.4,28.0,,,
Prathana Surgical And Medical Hospital,Ahmedabad,GUJARAT,3.7,146.0,"3M62+H4 Ahmedabad, Gujarat",23.0614375,72.6477429
"Pushpa Children Hospitals And Critical 
Care Centre",AHMEDABAD,GUJARAT,4.6,288.0,"4H4X+P5 Ahmedabad, Gujarat",23.1068125,72.5953679
Samata Hospital Pvt Ltd,Ahmedabad,GUJARAT,4.4,175.0,"3GMW+4P Ahmedabad, Gujarat",23.0828125,72.5442429
Sanjivan Heart And Medical Hospital,AHMEDABAD,GUJARAT,3.3,7.0,,,
Satyamev Hospital,AHMEDABAD,GUJARAT,4.5,1898.0,"4HCJ+4J Ahmedabad, Gujarat",23.1203125,72.5789929
Saviour Annexe Hospital,AHMEDABAD,GUJARAT,4.1,17.0,,,
Shalby Hospital Ltd,AHMEDABAD,GUJARAT,4.8,27633.0,"2G94+JM Ahmedabad, Gujarat",23.1202911,72.4993321
Shraddha Surgical Hospital,Ahmedabad,GUJARAT,5.0,4.0,"2GXM+58 Ahmedabad, Gujarat",23.1202911,72.4993321
Shreeji Orthopaedic And Ent Hospital,AHMEDABAD,GUJARAT,4.7,212.0,"2GWM+RF Ahmedabad, Gujarat",23.0479375,72.5307429
Shrey Hospital And Research Center,AHMEDABAD,GUJARAT,3.1,106.0,"2HQ7+2W Ahmedabad, Gujarat",23.0375625,72.5622429
Siddhi Vinayak Hospital(Maninagar),Ahmedabad,GUJARAT,4.8,4021.0,"2J34+HH Ahmedabad, Gujarat",23.0039375,72.6038679
"Sterling Hospital-Ahmedabad (Division Of 
Add Life Medical Institute Ltd.)",AHMEDABAD,GUJARAT,4.7,9955.0,"2GXJ+HG Ahmedabad, Gujarat",23.0489375,72.5287429
Sushrut Hospital,Ahmedabad,GUJARAT,4.8,249.0,"2H56+JW Ahmedabad, Gujarat",23.0090625,72.5597429
Tapan Hospital Pvt Ltd,Ahmedabad,GUJARAT,3.2,23.0,"2JPH+CW Ahmedabad, Gujarat",23.0360625,72.6272429
Smruti Hospital Pvt Ltd,AHMEDABAD,GUJARAT,5.0,1.0,"XJF6+PM Ahmedabad, Gujarat",22.9743125,72.6091179
Central United Hospital,AHMEDABAD,GUJARAT,4.7,992.0,"2MF8+J4 Ahmedabad, Gujarat",23.0240625,72.6627429
KD Hospital,AHMEDABAD,GUJARAT,,,,,
