,Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,density
150,Sraddha Hospital,Visakhapatnam,ANDHRA PRADESH,3.5,144.0,"P855+6G Visakhapatnam, Andhra Pradesh",17.7640625,83.3064929,1.6532221334437822,1869.8
151,Susruta Ent Super Hospital,VISAKHAPATNAM,ANDHRA PRADESH,4.6,47.0,"Q875+JJ Visakhapatnam, Andhra Pradesh",17.7640625,83.3064929,1.69166849502604,1869.8
152,Venkatarama Hospital ( Visakhapatnam),Visakhapatnam,ANDHRA PRADESH,4.2,131.0,"P8H3+69 Visakhapatnam, Andhra Pradesh",17.7280625,83.3008679,1.958573717757796,1869.8
153,Ramsaranya Hospitals Pvt Ltd,VISAKHAPATNAM,ANDHRA PRADESH,3.4,17.0,"P856+V4 Visakhapatnam, Andhra Pradesh",17.7096875,83.3077429,0.9028606294093444,1869.8
154,MB Multispeciality Hospital,VISAKHAPATNAM,ANDHRA PRADESH,4.8,691.0,"Q876+F7 Visakhapatnam, Andhra Pradesh",17.7636875,83.3081179,3.034227812040533,1869.8
155,Apple Hospital,West Godavari,ANDHRA PRADESH,4.6,1586.0,"QM3F+RR Tanuku, Andhra Pradesh",16.7545625,81.6719929,3.282343345950183,817.3
156,Sowbhagya Hospital,West Godavari,ANDHRA PRADESH,3.4,5.0,,16.4384375,81.7012429,0.5336471700838007,817.3
157,"Sri Lakshmi Satyanarayana Orthopedic 
Hospital",West Godavari,ANDHRA PRADESH,4.1,8.0,"CPQ3+9G Narsapur, Andhra Pradesh",16.4384375,81.7012429,0.8219419439888024,817.3
158,Vijaya Hospital.,West Godavari,ANDHRA PRADESH,2.3,18.0,"CMQX+7Q Narsapur, Andhra Pradesh",16.4384375,81.7012429,0.600884167748866,817.3
159,MF Hospital And Research Centre,DIBRUGARH,ASSAM,4.6,95.0,,26.2076875,91.6751179,2.006833107312699,393.0
160,Plexus Hospitals Pvt Ltd,DIBRUGARH,ASSAM,3.5,6.0,,26.2076875,91.6751179,0.6046873102560852,393.0
161,Narayana Superspeciality Hospital,Guwahati,ASSAM,4.8,6491.0,"6M5H+33 Guwahati, Assam",26.2076875,91.6751179,4.096410077251833,2010.0
162,Asg Hospital Pvt Ltd (Guwahati),Guwahati,ASSAM,4.9,4024.0,"5PHX+Q3 Guwahati, Assam",26.1794375,91.7451179,3.9516427113929344,2010.0
163,Sparsh Hospital(Assam),GUWAHATI,ASSAM,4.8,92.0,"5Q8C+PC Guwahati, Assam",26.1668125,91.7684929,2.082002250946817,2010.0
164,Paras Global Hospital,DARBHANGA,BIHAR,3.5,678.0,"4WP5+H8 Darbhanga, Bihar",26.1364375,85.9057429,2.1873408759338617,1721.0
165,Asg Hospital Pvt Ltd (Hajipur),Hajipur,BIHAR,4.8,1780.0,"P634+25 Hajipur, Bihar",25.7025625,85.2028679,3.482751531397801,1717.0
166,Asg Hospital Pvt Ltd Muzaffarpur,MUZFFARPUR,BIHAR,4.7,2770.0,"498W+PV Muzaffarpur, Bihar",26.1168125,85.3946179,3.6141226267414415,1506.0
167,"Ruban Memorial Hospital( Ratan Stone 
Clinic)",Patna,BIHAR,3.4,2330.0,"J4H6+3P Patna, Bihar",25.6276875,85.1092429,2.537410380676099,1803.0
168,Sahyog Hospital (Patna),Patna,BIHAR,4.2,919.0,"J4H5+M8 Patna, Bihar",25.6276875,85.1092429,2.7646142646437237,1803.0
169,Paras HMRI Hospital,PATNA,BIHAR,3.8,6543.0,"J34M+72 Patna, Bihar",25.6056875,85.0799929,3.231714153387217,1803.0
170,Bishnupur Multispeciality Hospital,PATNA,BIHAR,3.0,2.0,"H5X4+XF Patna, Bihar",25.5999375,85.1536179,0.257262535608559,1803.0
171,"Dr Bimal Hospital & Research Centre pvt 
Ltd",PATNA,BIHAR,4.4,1494.0,"J2CV+29 Patna, Bihar",25.6200625,85.0408679,3.1106809569496603,1803.0
172,Big Hospital,PATNA,BIHAR,4.6,11647.0,"H5QW+49 Patna, Bihar",25.5878125,85.1933679,4.188664814476761,1803.0
173,Medipark Hospital,PATNA,BIHAR,3.8,370.0,"J4J5+3G Patna, Bihar",25.6301875,85.1062429,2.1536737078428443,1803.0
174,Max Seven Hospital Pvt Ltd,PURNEA,BIHAR,3.0,275.0,"VGFP+QR Kasba, Bihar",25.8744375,87.5344929,1.5981294103533683,1014.0
175,Dharam Hospital,Chandigarh,CHANDIGARH,4.0,207.0,PQXF+MJ Chandigarh,30.7491875,76.7714929,2.041839082724403,9258.0
176,Landmark Hospital,CHANDIGARH,CHANDIGARH,4.0,579.0,PQ6C+W5 Chandigarh,30.7123125,76.7678679,2.447296814008409,9258.0
177,Mukat Hospital Heart Institute,CHANDIGARH,CHANDIGARH,4.5,1545.0,PQFC+44 Chandigarh,30.7228125,76.7677429,3.1978561556023446,9258.0
178,"Healing Hospital And Institute Of 
Paramedical Sciences",CHANDIGARH,CHANDIGARH,4.5,136.0,PQF9+JQ Chandigarh,30.7240625,76.7668679,2.1199029935051503,9258.0
179,"NH MMI Narayana Multispeciality 
Hospital",RAIPUR,CHATTISGARH,4.9,24035.0,"6M75+75 Raipur, Chhattisgarh",21.2131875,81.6553679,4.817171549465719,750.0
180,Om Hospital,RAIPUR,CHATTISGARH,4.1,239.0,"6HHX+MC Raipur, Chhattisgarh",21.2291875,81.5959929,2.1525915292263265,750.0
181,Ramkrishna Care Hospital(Raipur),Raipur,CHATTISGARH,4.4,6407.0,"6M73+7F Raipur, Chhattisgarh",21.2131875,81.6511179,3.74366894572514,750.0
182,"Suyash Hospital, Raipur",Raipur,CHATTISGARH,4.6,6846.0,"7J54+99 Raipur, Chhattisgarh",21.2584375,81.6033679,3.9470790547687233,750.0
183,Shri Balaji Multi Specialty Hospital,RAIPUR,CHATTISGARH,3.9,1299.0,"7MFF+4F Raipur, Chhattisgarh",21.2728125,81.6711179,2.695531265995808,750.0
184,Banthia Super Speciality Hospital,RAIPUR,CHATTISGARH,2.7,31.0,"6JWW+9W Raipur, Chhattisgarh",21.2459375,81.6447429,0.8564255768659217,750.0
185,"Aarogya Hospital And Research Center 
Pvt Ltc.",RAIPUR,CHATTISGARH,4.1,330.0,"7M36+WW Raipur, Chhattisgarh",21.2459375,81.6447429,2.282875573344376,750.0
186,Sarwa Trauma Hospital,RAIPUR,CHATTISGARH,4.3,88.0,"6JRH+2H Raipur, Chhattisgarh",21.2400625,81.6263679,1.8393043601511203,750.0
187,VY Hospital,RAIPUR,CHATTISGARH,4.1,228.5,,21.2355625,81.6662429,2.134461682575174,750.0
188,We Care Super Specialty Hospital,RAIPUR,CHATTISGARH,3.8,165.0,"6MP9+6G Raipur, Chhattisgarh",21.2355625,81.6662429,1.8516023632683904,750.0
189,Panchsheel Hospital Pvt Ltd,DELHI,DELHI,3.6,581.0,P72H+PW Delhi,28.7018125,77.2772429,2.196940657080367,4057.0
190,"Ramlal Kundanlal Orthopaedic Hospital 
And R.K. Maternity Home",Delhi,DELHI,3.8,390.0,J79P+6P Delhi,28.6180625,77.2842429,2.173395325200701,4057.0
191,Sehgal Neo Hospital,DELHI,DELHI,4.4,2043.0,"M35R+7J New Delhi, Delhi",28.6581875,77.0889929,3.2467155087134745,4057.0
192,Kesar Hospital (Delhi),DELHI,DELHI,2.6,42.0,"P547+8R New Delhi, Delhi",28.7058125,77.1619929,0.8981018737875025,4057.0
193,Navjeevan Hospital,DELHI,DELHI,3.2,271.0,"M4V5+WG New Delhi, Delhi",28.6948125,77.1062429,1.7046213213258057,4057.0
194,Kukreja Hospital,Delhi,DELHI,4.7,1623.0,"J75V+MW New Delhi, Delhi",28.6091875,77.2922429,3.3658949448201256,4057.0
195,Samyak Hospital(Shalimar Bagh),DELHI,DELHI,3.4,120.0,P557+3X Delhi,28.7076875,77.1623679,1.5432196253238195,4057.0
196,Shanti Mukand Hospital,DELHI,DELHI,4.4,3326.0,J8W2+7M Delhi,28.6456875,77.2991179,3.4585909038715776,4057.0
197,Rs Grover Memorial Hospital,DELHI,DELHI,3.5,157.0,"J7VG+2X New Delhi, Delhi",28.6425625,77.2748679,1.682926453207467,4057.0
198,Jain Hospital New Delhi,DELHI,DELHI,4.3,872.0,"M835+8F New Delhi, Delhi",28.6533125,77.3061179,2.809781773674924,4057.0
199,Khandelwal Hospital and Urology Centre,DELHI,DELHI,3.6,338.0,"M75Q+V9 New Delhi, Delhi",28.6596875,77.2858679,2.004618854198118,4057.0
200,Kosmos Superspeciality Hospital (Tm),DELHI,DELHI,3.8,430.0,M836+W5 Delhi,28.6548125,77.3078679,2.2099799893096908,4057.0
201,Sama Hospital,DELHI,DELHI,4.5,604.0,"H63G+RQ New Delhi, Delhi",28.5545625,77.2243679,2.7805439708947146,4057.0
202,Venkateshwar Hospital,DELHI,DELHI,4.4,14987.0,"H2QQ+C6 New Delhi, Delhi",28.5885625,77.0354929,4.113219463271458,4057.0
203,Roopchand Hospital,DELHI,DELHI,4.2,28.0,P25R+H5 Delhi,28.7089375,77.0378679,1.32941367703908,4057.0
204,Dr. Gupta Nursing Home And Hospital,DELHI,DELHI,2.8,40.0,"M7GQ+84 New Delhi, Delhi",28.6758125,77.2852429,0.9592751366670308,4057.0
205,Shree Aggarsain International Hospital,DELHI,DELHI,3.9,1234.0,"P397+HX Rohini, Delhi",28.7189375,77.0623679,2.675757956912572,4057.0
206,Saroj Super Speciality Hospital,NEW DELHI,DELHI,4.2,4368.0,"P44H+9H New Delhi, Delhi",28.6025625,77.3114929,3.411380613586327,4057.0
207,"Dharamshila Hospital and Research 
Centre",NEW DELHI,DELHI,4.3,1727.0,"J837+2J New Delhi, Delhi",28.6025625,77.3114929,3.09998764606067,4057.0
208,Indus Valley Hospitals,NEW DELHI,DELHI,5.0,8.0,JX7R+C9 Delhi,28.6135625,76.9883679,1.0174078930435024,4057.0
209,Shri Moolchand Kharaiti Ram Hospital,NEW DELHI,DELHI,1.0,1.0,,28.6705625,77.2136179,0.0,4057.0
210,Tirath Ram Shah Hospital,NEW DELHI,DELHI,3.0,467.0,"M6C8+6F New Delhi, Delhi",28.6705625,77.2136179,1.7547196871260071,4057.0
211,Indraprastha Apollo Hospital,NEW DELHI,DELHI,4.7,12745.0,"G7RM+G7 New Delhi, Delhi",28.5413125,77.2806179,4.323062124884292,4057.0
212,Jaipur Golden Hospital,NEW DELHI,DELHI,3.7,1419.0,M4X5+3P Delhi,28.6470625,77.1148679,2.5860762577772576,4057.0
213,Kukreja Hospital And Heart Centre,NEW DELHI,DELHI,4.3,1255.0,"J4W8+RX New Delhi, Delhi",28.6470625,77.1148679,2.964388274489703,4057.0
214,Sir Ganga Ram Hospital,NEW DELHI,DELHI,3.3,223.0,"J5QQ+7F New Delhi, Delhi",28.6381875,77.1861179,1.696700422781653,4057.0
215,"Max super speciality Hospital 
(Patparganj)",NEW DELHI,DELHI,4.0,4149.0,J8M5+5J Delhi,28.5194375,77.1578679,3.2253386308460565,4057.0
216,"Rg Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",28.5194375,77.1578679,3.206099524524439,4057.0
217,Goyal Hospital & Urology Centre,NEW DELHI,DELHI,4.3,1272.0,"M76J+FX New Delhi, Delhi",28.5194375,77.1578679,2.9701025245232806,4057.0
218,Fortis Flt Lt Rajan Dhall Hospital,NEW DELHI,DELHI,4.5,5342.0,"G596+Q5 New Delhi, Delhi",28.5194375,77.1578679,3.749462305437858,4057.0
219,"RG Stone Urology And Laproscopy 
Hospital",NEW DELHI,DELHI,4.6,1341.0,"H63V+HP New Delhi, Delhi",28.5539375,77.2417429,3.206099524524439,4057.0
220,Sant Parmanand Hospital,NEW DELHI,DELHI,3.5,856.0,"M6HF+3J New Delhi, Delhi",28.6776875,77.2214929,2.267885488745272,4057.0
221,Jeewan Nursing Homeand Hospital,NEW DELHI,DELHI,4.1,339.0,"J5VQ+G7 New Delhi, Delhi",28.6438125,77.1856179,2.2937476884626,4057.0
222,Sukhda Hospital,NEW DELHI,DELHI,3.6,51.0,,28.5340625,77.2118679,1.3375026375622645,4057.0
223,Aakash Hospital,NEW DELHI,DELHI,4.0,786.0,"G6M7+JQ New Delhi, Delhi",28.5340625,77.2118679,2.5679666942146384,4057.0
224,MGS Hospital,NEW DELHI,DELHI,3.9,376.0,"M4FM+JV New Delhi, Delhi",28.6740625,77.1321179,2.2183368775345054,4057.0
225,Shree Jeewan Hospital,NEW DELHI,DELHI,3.9,64.0,"M55V+5R New Delhi, Delhi",28.6579375,77.1919929,1.540691420302682,4057.0
226,"Bhagwati Hospital (Unit Of Sarvodya 
Health Foundation)",NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.6189375,77.0757429,1.83375532213942,4057.0
227,Mata Chanan Devi Hospital,NEW DELHI,DELHI,4.0,940.0,"J39H+H8 New Delhi, Delhi",28.6189375,77.0757429,2.63862689824896,4057.0
228,Bhagwan Mahavir Hospital,NEW DELHI,DELHI,3.6,324.0,M4Q9+95 Delhi,28.6884375,77.1153679,1.9896112635560312,4057.0
229,Khetarpal Hospital,NEW DELHI,DELHI,4.6,799.0,"M43J+22 New Delhi, Delhi",28.6525625,77.1274929,2.970888150849375,4057.0
230,Rockland Hospital,NEW DELHI,DELHI,4.1,1397.0,"G5PJ+XC New Delhi, Delhi",28.5446875,77.2452429,2.8667311091412087,4057.0
231,Jeevan Jyoti Hospital(New Delhi),NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,1.83375532213942,4057.0
232,Aarogya Hospital,NEW DELHI,DELHI,4.6,888.0,"J7RP+GG New Delhi, Delhi",28.6413125,77.2837429,3.018850979112317,4057.0
233,Bansal Hospital,NEW DELHI,DELHI,3.7,261.0,"H78C+28 New Delhi, Delhi",28.5650625,77.2682429,1.9679745166274296,4057.0
234,Dashmesh Hospital,NEW DELHI,DELHI,3.2,121.0,"J3JX+5G New Delhi, Delhi",28.6304375,77.0962429,1.4510150987924164,4057.0
235,Central Hospital (Delhi),NEW DELHI,DELHI,3.3,158.0,"J3PR+J4 New Delhi, Delhi",28.6304375,77.0962429,1.584902114783272,4057.0
236,"Batra Hospital And Medical Research 
Centre",NEW DELHI,DELHI,3.7,1390.0,"G67W+F7 New Delhi, Delhi",28.5136875,77.2431179,2.578529881863972,4057.0
237,Sodhi Nursing Home And Ent Hospital,NEW DELHI,DELHI,3.8,76.0,"M3CQ+H2 New Delhi, Delhi",28.6714375,77.0849929,1.5630649824266345,4057.0
238,Dr Sushma Jindal Hospital Delhi,NEW DELHI,DELHI,4.2,68.0,"M8H7+JW New Delhi, Delhi",28.6790625,77.3122429,1.6892688053005265,4057.0
239,Nazar Kanwar Surana Hospital,NEW DELHI,DELHI,2.6,7.0,M5CV+M9 Delhi,28.6716875,77.1908679,0.4658955138150613,4057.0
240,Bensups Hospital (New Delhi),New Delhi,DELHI,4.1,228.5,,28.5783125,77.2568679,2.134461682575174,4057.0
241,Jeewan Hospital And Nursing Home,NEW DELHI,DELHI,3.7,35.0,"H7H5+8Q New Delhi, Delhi",28.5783125,77.2568679,1.242072130358006,4057.0
242,Jeewan Mala Hospital Pvt Ltd,NEW DELHI,DELHI,4.6,1579.0,"M55V+5P New Delhi, Delhi",28.6579375,77.1917429,3.280333361646064,4057.0
243,Primus Super Speciality Hospital,NEW DELHI,DELHI,3.5,1382.0,"H5VJ+5F New Delhi, Delhi",28.5929375,77.1786179,2.4334509943115408,4057.0
244,Metro Hospitals And Cancer Institute,NEW DELHI,DELHI,4.5,2080.0,"J7QV+CW New Delhi, Delhi",28.6385625,77.2922429,3.3300413261185957,4057.0
245,"Lion Kidney Hospital And Urology 
Research Institute",New Delhi,DELHI,4.2,78.0,"H7CF+FP New Delhi, Delhi",28.5711875,77.2717429,1.7454555592518657,4057.0
246,Max Super Speciality Hospital West Block,NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679,3.111154202754386,4057.0
247,"Mata Roop Rani Maggo And Mahindru 
Hospital",NEW DELHI,DELHI,4.4,3252.0,"J3C2+F4 New Delhi, Delhi",28.6211875,77.0477429,3.4488081536839723,4057.0
248,"Cygnus Sonia Hospital (A Unit Of Altius 
Healthcare Pvt Ltd)",NEW DELHI,DELHI,4.2,619.0,M3M2+5V Delhi,28.6829375,77.0496179,2.600774179326053,4057.0
249,Durga Hospital Pvt Ltd,NEW DELHI,DELHI,2.5,37.0,P667+JX Delhi,28.7115625,77.2123679,0.830377823461019,4057.0
250,Lotus Hospital (Harinagar),NEW DELHI,DELHI,3.9,114.0,"J4G6+M8 New Delhi, Delhi",28.6266875,77.1082429,1.760633616783435,4057.0
251,Divya Prastha Hospital,NEW DELHI,DELHI,4.2,1937.0,"H3PQ+F2 New Delhi, Delhi",28.5861875,77.0849929,3.073915703760227,4057.0
252,Dr BL Kapur Memorial Hospital,NEW DELHI,DELHI,3.5,154.0,,28.6153125,77.0811179,1.6762944853685824,4057.0
253,Khanna Hospital,NEW DELHI,DELHI,3.8,139.0,"J38M+4F New Delhi, Delhi",28.6153125,77.0811179,1.7876188512606894,4057.0
254,Genesis Hospital Pvt Ltd,NEW DELHI,DELHI,3.6,330.0,"J3CJ+8F New Delhi, Delhi",28.6208125,77.0786179,1.9961207416988096,4057.0
255,Aashlok Fortis Hospital,NEW DELHI,DELHI,4.2,384.0,"H58X+JH New Delhi, Delhi",28.5665625,77.1963679,2.4029658356526755,4057.0
256,Bhagat Chandra Hospital,NEW DELHI,DELHI,3.2,846.0,"H3VJ+9H New Delhi, Delhi",28.6985625,77.1844929,2.063910145295176,4057.0
257,Vinayak Hospital Delhi,NEW DELHI,DELHI,4.1,594.0,"M5XP+CR New Delhi, Delhi",28.6985625,77.1844929,2.5205398132562613,4057.0
258,Eden Hospital Pvt Ltd,NEW DELHI,DELHI,3.3,106.0,"H754+PF New Delhi, Delhi",28.5593125,77.2536179,1.4557070485770345,4057.0
259,"Metro Hospital And Heart Institute (New 
Delhi)",NEW DELHI,DELHI,3.0,4.0,"H67V+WG New Delhi, Delhi",28.5593125,77.2536179,0.4087400197959501,4057.0
260,"Hemraj Jain Hospital And Maternity 
Home.",NEW DELHI,DELHI,4.6,347.0,"J39J+RR New Delhi, Delhi",28.6195625,77.0794929,2.592402967278062,4057.0
261,Adiva Hospitals,NEW DELHI,DELHI,5.0,1.0,"M47H+39 New Delhi, Delhi",28.6626875,77.1258679,0.2740561845970949,4057.0
262,Satya Bhama Hospital,NEW DELHI,DELHI,4.7,3719.0,"M3G7+Q9 New Delhi, Delhi",28.6769375,77.0608679,3.7509459154429257,4057.0
263,Janki Hospital,New Delhi,DELHI,3.4,109.0,"JX4P+8Q Gurugram, Haryana",28.6058125,76.9843679,1.5111884878993904,4057.0
264,"Max Smart Super Speiality Hospital 
(Mandir Marg)",NEW DELHI,DELHI,4.3,1773.0,"G6H7+5X New Delhi, Delhi",28.5279375,77.2123679,3.111154202754386,4057.0
265,Balaji Hospital,New Delhi,DELHI,4.2,3912.0,"M4F6+G4 New Delhi, Delhi",28.5434375,77.2561179,3.3656188775984344,4057.0
266,Shubham Hospital,NEW DELHI,DELHI,3.8,236.0,"G7V5+9F New Delhi, Delhi",28.5434375,77.2561179,1.9853468861069168,4057.0
267,Tarak Hospital,NEW DELHI,DELHI,4.4,3643.0,J29J+M3 Delhi,28.6191875,77.0276179,3.498173168086324,4057.0
268,Gandhi Hospital,NEW DELHI,DELHI,4.0,1022.0,J393+XC Delhi,28.6199375,77.0509929,2.6716614983757587,4057.0
269,Kalra Hospital SRCNC Pvt Ltd,NEW DELHI,DELHI,4.3,2153.0,"M44Q+3C New Delhi, Delhi",28.6551875,77.1359929,3.1936487204210207,4057.0
270,St Stephen Hospital,NEW DELHI,DELHI,3.1,998.0,"M687+PR New Delhi, Delhi",28.6668125,77.2119929,2.047847615046101,4057.0
271,Holy Family Hospital,NEW DELHI,DELHI,3.6,1317.0,"H76G+P2 New Delhi, Delhi",28.5618125,77.2724929,2.4878056340325583,4057.0
272,"Jeewan Hospital And Nursing Home Pvt 
Ltd (Jeewan Nagar)",NEW DELHI,DELHI,4.0,849.0,"H7H5+8P New Delhi, Delhi",28.5783125,77.2567429,2.5984141185905547,4057.0
273,Bhagat Hospital,NEW DELHI,DELHI,3.5,327.0,"J454+CC New Delhi, Delhi",28.6085625,77.1034929,1.9356199169384816,4057.0
274,Sunrise Hospital,NEW DELHI,DELHI,4.1,284.0,"H7G8+R9 New Delhi, Delhi",28.5770625,77.2633679,2.2222362493270955,4057.0
275,"RG Stone Urology And Laproscopy 
Hospital Preet Vihar",NEW DELHI,DELHI,4.7,1631.0,"J7WW+8Q New Delhi, Delhi",28.6166875,76.9806179,3.36817785315194,4057.0
276,"Swasthik Hospital (A Unit Of Sushom 
Health Care Pvt.Ltd)",NEW DELHI,DELHI,4.0,132.0,"JX8M+M7 New Delhi, Delhi",28.6166875,76.9806179,1.8650297393790816,4057.0
277,Maharaja Agrasen Hospital Dwarka,NEW DELHI,DELHI,4.5,2173.0,,28.5446875,77.2452429,3.34948817407468,4057.0
278,Rockland Hospitals Ltd,NEW DELHI,DELHI,4.5,71.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,1.83375532213942,4057.0
279,Pentamed Hospital,NEW DELHI,DELHI,3.4,212.0,M5XR+PQ Delhi,28.6592877,77.0762855,1.733269210213434,4057.0
280,Mahindru Hospital,NEW DELHI,DELHI,3.5,423.0,J2CX+7W Delhi,28.5941875,77.0401179,2.0244339606896924,4057.0
281,Life Line Hospital Dwarka,NEW DELHI,DELHI,3.2,90.0,"H2VV+M3 New Delhi, Delhi",28.5941875,77.0401179,1.3582870492381494,4057.0
282,Shishu Sadan Multispeciality Hospital,NEW DELHI,DELHI,3.4,156.0,"J3GF+V2 New Delhi, Delhi",28.6271875,77.0699929,1.6307514947961623,4057.0
283,Pushpanjali Hospital And Trauma Centre,New Delhi,DELHI,4.4,250.0,M3JP+33 Delhi,28.6801875,77.0826179,2.3346018467705725,4057.0
284,"Apollo Spectra Hospitals (Apollo 
Speciality Hospitals Private Ltd) (Karolba",NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929,4.116794520382701,4057.0
285,Rathi Hospital,NEW DELHI,DELHI,4.6,2924.0,"M22J+HH New Delhi, Delhi",28.613905,77.1265981,3.5603609225315247,4057.0
286,Amar Leela Hospital Pvt. Ltd.,NEW DELHI,DELHI,4.0,323.0,"J3MQ+CF New Delhi, Delhi",28.613905,77.1265981,2.217073425753357,4057.0
287,Ardent Ganpati Hospital,New Delhi,DELHI,3.3,39.0,,28.7030625,77.1187429,1.1347544832682823,4057.0
288,Cygnus MLS Super Speciality Hospital,NEW DELHI,DELHI,3.4,5.0,P43C+6G Delhi,28.7030625,77.1187429,0.5336471700838007,4057.0
289,Apollo Spectra Hospitals,NEW DELHI,DELHI,4.8,6776.0,"J5WW+36 New Delhi, Delhi",28.6451875,77.1929929,4.116794520382701,4057.0
290,Delhi Hospital & Temple Nursing Home,NEW DELHI,DELHI,3.4,19.0,"J6RW+C2 New Delhi, Delhi",28.6410625,77.2424929,0.9382694090703748,4057.0
291,"AS Kidney Hospital & Stone Centre Pvt. 
Ltd",New Delhi,DELHI,4.0,171.0,"J34J+FH New Delhi, Delhi",28.6061875,77.0788679,1.966699738332264,4057.0
292,"Apollo Cradle - For Women & Children (A 
Unit Of Apollo Speciality Hospitals Pvt 
Ltd)",NEW DELHI,DELHI,4.8,4010.0,"G6VX+V4 New Delhi, Delhi",28.5446875,77.2452429,3.867945539563053,4057.0
293,Tomar Multispeciality Hospital,New Delhi,DELHI,3.5,153.0,"P325+8P New Delhi, Delhi",28.7008125,77.0567429,1.6740552732720475,4057.0
294,Irene Hospital,New Delhi,DELHI,4.1,358.0,"G7V5+V7 New Delhi, Delhi",28.5446875,77.2556179,2.315784635369249,4057.0
295,Mahajan Hospital,New Delhi,DELHI,4.6,314.0,"J3F7+HQ New Delhi, Delhi",28.6239375,77.0618679,2.547102631252086,4057.0
296,Vikas Hospital,NEW DELHI,DELHI,4.8,1005.0,"G59F+QR New Delhi, Delhi",28.5194375,77.1719929,3.2117459611367662,4057.0
297,Dr Reena Janana & Surgical Hospital,New Delhi,DELHI,3.6,54.0,,28.6121875,77.0736179,1.357461600235456,4057.0
298,Suman Super Speciality Hospital,NEW DELHI,DELHI,2.7,70.0,"J36G+VF New Delhi, Delhi",28.6121875,77.0736179,1.0691149103214153,4057.0
299,Swasthik Hospital,NEW DELHI,DELHI,3.1,82.0,"J3QW+X7 New Delhi, Delhi",28.6399375,77.0931179,1.2855031658392295,4057.0
300,Konarc Multispeciality Hospital,NEW DELHI,DELHI,3.1,57.0,M3G7+XH Delhi,28.6774375,77.0613679,1.1756832926001168,4057.0
301,Nestiva Hospital,New Delhi,DELHI,3.4,224.0,"H54F+9R New Delhi, Delhi",28.5559375,77.1719929,1.751688755310988,4057.0
302,Ishan Hospital,NEW DELHI,DELHI,4.5,285.0,"P4MQ+CV Rohini, Delhi",28.7335625,77.1371179,2.447282059881494,4057.0
303,Galaxy Hospital,New Delhi,DELHI,4.2,45.0,"M73V+5X New Delhi, Delhi",28.6529375,77.2923679,1.52094058466651,4057.0
304,Park Hospital,NEW DELHI,DELHI,4.8,6220.0,"M32V+P7 New Delhi, Delhi",28.6518125,77.0906179,4.0761793066101,4057.0
305,Apollo Spectra Hospitals Nehru Enclave,NEW DELHI,DELHI,4.8,5353.0,"G6WX+76 New Delhi, Delhi",28.5456875,77.2454929,4.004969851911945,4057.0
306,Fortis Hospital Shalimar Bagh,NEW DELHI,DELHI,4.6,7921.0,P559+RX Delhi,28.7095625,77.1673679,4.013387384966258,4057.0
307,"Max Super Speciality Hospital (Shalimar 
Bagh)",NEW DELHI,DELHI,4.3,5843.0,"P5H3+55 New Delhi, Delhi",28.7279375,77.1503679,3.617869407197061,4057.0
308,"SCI International Hospital (Isis Hospital 
Pvt Ltd)",NEW DELHI,DELHI,4.9,2061.0,"G6XM+XM New Delhi, Delhi",28.5499375,77.2316179,3.627692693181897,4057.0
309,Surya Kiran Hospital Pvt Ltd,NEW DELHI,DELHI,3.4,84.0,"JX7R+GV New Delhi, Delhi",28.6138125,76.9896179,1.424539195567462,4057.0
310,Universal Hospital,NEW DELHI,DELHI,4.1,501.0,"F8P5+QW New Delhi, Delhi",28.4869375,77.3072429,2.451660625101696,4057.0
311,"Aakash Healthcare Super Speciality 
Hospital",NEW DELHI,DELHI,4.7,21848.0,"J343+39 Dwarka, Delhi",28.6051875,77.0508679,4.573436882997009,4057.0
312,Rosewood Hospital,NEW DELHI,DELHI,3.3,110.0,"JX6R+2W Najafgarh, Delhi",28.6100625,76.9897429,1.467678597191473,4057.0
313,Sinha Hospital,NEW DELHI,DELHI,3.6,34.0,"JX6V+X7 Najafgarh, Delhi",28.6100625,76.9897429,1.1966265138590786,4057.0
314,Action Cancer Hospital,NEW DELHI,DELHI,4.5,1696.0,"M4F6+R3 New Delhi, Delhi",28.6745625,77.1076179,3.239307708848196,4057.0
315,Ayushman Hospital,NEW DELHI,DELHI,4.0,2376.0,"H3Q5+5R New Delhi, Delhi",28.5879375,77.0569929,3.0050058354562723,4057.0
316,Sir Ganga Ram City Hospital,NEW DELHI,DELHI,4.6,1184.0,"J5VR+JG New Delhi, Delhi",28.6440625,77.1887429,3.149528229101422,4057.0
317,I Create Hospital,NEW DELHI,DELHI,4.8,211.0,J3CJ+C9 Delhi,28.6210625,77.0783679,2.4729472274276514,4057.0
318,Diyos Mens Hospital,NEW DELHI,DELHI,4.5,293.0,"H58V+9R New Delhi, Delhi",28.5659375,77.1919929,2.4595532363444166,4057.0
